,Date,NCR_num,Job_Number,Part_Number,Rev,Qty,Defect,Defect_Type,Category
73,9/30/2021,5678,rpm472535,524-A46774-021,B,8.0,3x120° is 115.58 -128.39 and Ø419 is 417.79,Dimensional,Cosmetic
74,10/4/2021,5679,472244,853-A18805-001 ,AA,28.0,"EA 10/04: parts have cosmetic defects; dings/dents along bottom side of air cylinder (item 1, purchased item, was received damaged from Steven Engineering). remaining parts ok to release",Cosmetic,Cosmetic
75,10/5/2021,5680,MT-473465,0022-80171,1,2.0,"EA 10/05:
Section A-A view: 60° chamfer measures 45°",Dimensional,Cosmetic
76,10/7/2021,5681,P474098,0042-28191,3,11.0,"Sheet 2 of 2 Zone C-2
Spec: .070 +/- .005
Actual: .060 - .064 on 11pcs",Dimensional,Cosmetic
77,10/12/2021,5682,CP474049,0041-77746,4,4.0,BLACK COMTAMINATION IN MATERIAL,Cosmetic,Material
78,10/12/2021,5683,rtm474966,0042-47089,1,1.0,"missing part mark, fab will attempt to part mark per note 8, if not successful an sps will need to be submi",Workmanship,Part Mark
79,10/12/2021,5684,rtm475146,0022-93215,1,1.0,"missing part mark per note 7, fab to attempt to ink-stamp sps might be needed due to small area",Workmanship,Part Mark
80,10/13/2021,5685,RW475995,0022-24182,4,138.0,"Material color is light compared to other Chawk supplier, failing sensor test at assembly. ",Material Issue(cosmetic),Color
81,10/14/2021,5686,ASM467735,"0051-27619, ",4,56.0,"EA 10/14: qty 56 rejected
Item 4 (FLOW FLOW N2) labels are green, should be white",Workmanship,Cosmetic
82,10/15/2021,5687,MT-RTM475255,0022-93694,2,4.0,PART MARK S/B ENGRAVED IS STA,Workmanship,Part Mark
83,10/15/2021,5688,475273,713-256314-004 ,C,10.0,Missing part mark,Workmanship,Part Mark
84,10/15/2021,5689,475274,713-256314-007,B,10.0,"Parts are rejected for cosmetics, scratches and missing part mark.",Cosmetic,Part Mark
85,10/15/2021,5690,475275,713-256314-305,C,10.0,Missing part mark,Cosmetic,Part Mark
86,10/15/2021,5691,MT-E474400,0022-92926,1,1.0,Missing engraving per method 2 or 16 per note 4 (machine or laser engrave),Workmanship,Cosmetic
87,10/18/2021,5692,ASM466179,0041-25148,2,85.0,Ink stamping is rubbing off with finger (not permanently stamped per print/note),Workmanship,Part Mark
88,10/18/2021,5693,ASM466180,0041-25148,2,15.0,Ink stamping is rubbing off with finger (not permanently stamped per print/note),Workmanship,Part Mark
89,10/18/2021,5694,ASM467659,0022-04958,3,11.0,"Two discrepancies
qty 3 - Section B-B view, E7: 1x M3x0.5 thread closest to bend does not accept screw
qty 8 - Section A-A and B-B views, E2 and E7: 2x M3x0.5 thread locations on discrepant parts (in X-direction) are flipped",Workmanship,Threads
90,10/18/2021,5695,MT-473549,0042-31724,2,1.0,"B6/7: .253"" ± .001"" wide slot and Ø .253"" ± .001"" pinhole not masked per print (see note 7)",Dimensional,Cosmetic
91,10/19/2021,5696,MT-P471436,0021-53975,2,1.0,"EA 10/19: qty 1 rejected
M2 thread depth measures undersized; should be .157"" ± .005"", measures .137""
dimpling/raised surfaces outside of ",Dimensional,Threads
92,10/20/2021,5697,RTM476163,0042-46746,1,1.0,1.485±.005 IS 1.494,Dimensional,Cosmetic
93,10/20/2021,5698,ASM468411,0090-10016,2,6.0,"EA 10/19: qty 6 rejected
Item 17 (tubing p/n 3860-00772) does not fit into mating part (elbow fitting p/n 3300-15201). Tube should be Ø 6.0mm, measures 6.26-6.37mm",Dimensional,Cosmetic
94,10/20/2021,5699,471895,713-083736-001,B,1.0,PART CRACKED DURING HARDWARE INSTALLATION PLEASE SEE PICTURES ON FILE,Workmanship,cracked
95,10/20/2021,5700,ASM468411,0090-10016,2,2.0,"EA 10/20: qty 2 rejected
SH1 B8: Main key on J8141/J8181 BUF HD MTR connector is rotated 90°, cannot install onto assembly due to 90° rotation of elbow connector (clearance issue",Workmanship,Cleaning
96,10/20/2021,5701,472200,CSN-0149-02,2,1.0,Flatness 3mm is 5mm,Dimensional,Cosmetic
97,10/20/2021,5702,473504,15-431472-00,E,1.0,"Part Received Damaged from SubContractor, Corner chipped, Page 1 Zone C8, See Pictures.",Cosmetic,Cosmetic
98,10/20/2021,5703,ASM463786,0041-61630,3,5.0,"EA 10/20: qty 5 rejected
qty 1 o-ring groove oversized; o-ring does not stay in groove when assembled
qty 4 damaged due to handling, cannot be repaired",Cosmetic,Assembly
99,10/20/2021,5704,ASM470438,0022-55328,4,31.0,PER IPI DATA PARTS HAD NO ADJUSTMENT SHEET 1 ZONE E10 ADN E6 BOTH Ø ARE UN,Dimensional,Cosmetic
100,10/21/2021,5705,P474915,0022-79895,3,4.0,"Material is PVC. Required material should be CPVC
AMAT can only approve CPVC clear (FM4910)",Material Issue(functional),Cleaning
101,10/22/2021,5706,474030,0022-64364,2,2.0,"Parts are missing counterbore D4, Is suppose to be .312"" with .180"" deep
",Dimensional,Cosmetic
102,10/22/2021,5707,SCI471170,0041-40794,3,28.0,3x .100±.010 IS .115-.135,Dimensional,Cosmetic
103,10/22/2021,5708,p474588,0022-78868,3,9.0,Thru pos.  out of  tolerance in all ,Dimensional,GD&T
104,10/25/2021,5709,cp473166,0021-04297,3,1.0,Surface damage,Workmanship,transit damaged
105,10/25/2021,5710,p476313,701-021371-0001 ,6,77.0,"data collection for edgard and justin 
73pcs to cleaning 
77pcs rejected for workmanship and dims oot","Dimensional/
Workmanship",GD&T
106,10/25/2021,5711,476137,0022-82527,2,4.0,DIMENSION OUT SEE CMM REPORT,Dimensional,dimension
107,10/25/2021,5712,RW476889,0090-10016,2,8.0,"(these are rejected parts due to inventory purge, reference NCR5700)
SH1 B8: Main key on J8141/J8181 BUF HD MTR connector is rotated 90°, cannot install onto assembly due to 90° rotation of elbow connector (cleara",Workmanship,Cleaning
108,10/25/2021,5713,475974,0042-18664,2,4.0,Incorrect insert used : Actual is MCMC# 96246A242 Should be: DBPN# HELT1185-4E37,Workmanship,Incorrect Part
109,10/26/2021,5714,472247,839-A552200-001,A,40.0,"Item 1 (tube) material is incorrect. Should be 75A durometer FKM, is made out of PFA",Workmanship,GD&T
110,10/26/2021,5715,472614,839-A552200-001,A,24.0,"Item 1 (tube) material is incorrect. Should be 75A durometer FKM, is made out of PFA
NOTE: qty 4 of 24 are from (already were kitted to) assembly job 472240",Workmanship,GD&T
111,10/27/2021,5716,473088,CSN-0149-02,PR.1,1.0,"Section A-A Sheet B8 Torque Width Mean 3.000 =/- 0.12mm, Values are under size. Ex 2.65mm to 2.81mm",Defective Mtrl(dimensional),Cosmetic
112,10/27/2021,5717,P471558,0042-44581,7,2.0,PARTS ENGRAVED WITH WRONG PART #. SEE NCR FOR MULTIPLE DICREPANCIES,Dimensional,Cosmetic
113,10/27/2021,5718,CP473637,0042-39886,3,1.0,"Sheet 2 of 9, Zone B-2,3 SPEC: DIA. 12.396 +.000/-.005 
ACTUAL: Serial Number 301514-3721-0005 UNDERSIZE @ 12.3896",Dimensional,Cosmetic
114,10/29/2021,5719,it-e476165,CHP-INT-00057,4,898.0,overal part dont meet print thickness should be 4.0 actual is between .36-.48 all dimesnions are oos,Dimensional,GD&T
115,10/29/2021,5720,MT-P472990,CHM-AMT-00032,2,15.0,RING GAGE WON'T GO AND Ø.153 +.000/-.002 IS .150,sub(dimensional),Cosmetic
0,11/3/2021,5725.0,RTM475901,0022-70095,3,3.0,Extra radius zone F5,Workmanship,Cosmetic
1,11/3/2021,5726.0,MT-471042,0015-07316,4,1.0,"EA 11/02: damaged part
qty 1 gasket found broken into two piece",Cosmetic,transit damaged
2,11/3/2021,5727.0,ASM468411,0090-10016,2,2.0,"SH1 B8: Main key on J8141/J8181 BUF HD MTR connector is rotated 90°, cannot install onto assembly due to 90° rotation of elbow connector (clearance issue)",Workmanship,Cleaning
3,11/4/2021,5728.0,476790,713-256314-004,C,10.0,Missing Part Mark,Workmanship,Part Mark
4,11/5/2021,5729.0,474626,0022-78868,3,6.0,"6 pcs  failing for thru pos.  per specs   Thru pos. should be  .1  
In all 6 pcs readings range from .2 to .45",Dimensional,Cosmetic
5,11/5/2021,5730.0,ASM466595,0041-12760,3,84.0,"INVENTORY PURGE
4x pemnuts (item 2, 3500-59011) not installed per print
parts also not part marked per print",function,Cosmetic
6,11/5/2021,5731.0,476628,713-256314-004,C,11.0,PARTS QUOTED COMPLET BUT RECEIVED WITH NO PART MARK,Workmanship,Part Mark
7,11/5/2021,5732.0,472206,CSN-0149-02 ,PR.1,2.0,Ø24 is ±.13 is 24.16,Dimensional,Cosmetic
8,11/5/2021,5733.0,472204,CSN-0148-01,G,2.0,Ø24±.13 is 24.19,Dimensional,Cosmetic
9,11/8/2021,5734.0,475580,2532-10069,2,15.0,Part do not meet print specs.    several dimensions out of tolerance,Dimensional,dimension
10,11/8/2021,5735.0,P476522,0270-09572,3,2.0,Roughness is out of spec,Workmanship,GD&T
11,11/8/2021,5737.0,MT-RPM475485,715-A39209-001,B,16.0,"EA 11/08: qty 16 rejected
Reference Sh2 A6: part is missing Ø 1.5 thru hole",Workmanship,Cosmetic
12,11/8/2021,5738.0,475974,0042-18664,2,1.0,extra counter bore hole not per drawing,Workmanship,Cosmetic
13,11/8/2021,5739.0,p475360,0042-47685,1,1.0,slot dimension out of tolerance,Dimensional,dimension
14,11/8/2021,5740.0,P468388,0041-54894,4,1.0,"Overall length should be 260.5 +/- .25 
overall length is 259mm.",Dimensional,Cosmetic
15,11/9/2021,5743.0,P476184,0020-22262,B,2.0,Thickness is out of spec. should be 0.19 is 0.168,dimensional,GD&T
16,11/9/2021,5744.0,ScI467193,0041-91826,3,2.0,1/2 NPT over size unacceptable,Dimensional,Cosmetic
17,11/10/2021,5745.0,p476582,713-A35128-001,A,4.0,"Zone C7 should be .236 is .148-.152

",Dimensional,Cosmetic
18,11/11/2021,5746.0,P475397,515-304522-001,B,1.0,"PARTS REJECTED FOR MISSING ENGRAVING PER NOTE 4 AND MISSING FAI REPORT
SUPPLIER HAS EMAILED FAI REPORT AND SHEET 1 ZONE A7 SHOWS Ø OOS. SHOULD
BE Ø.625±.005 ACTUAL IS Ø.631",Workmanship,GD&T
19,11/15/2021,5747.0,asm467270,0041-61630,3,1.0,damaged part on corner collapsing the oring openning,Workmanship,Cosmetic
20,11/15/2021,5748.0,474030,0022-64364,2,2.0,Counterbore D4 should be 0.312 is 0.291-0.296,Dimensional,Cosmetic
21,11/15/2021,5749.0,P474972,0042-47812,2,4.0,Dowel pin should be peek material is SST,Workmanship,Material
22,11/15/2021,5750.0,ASM468048,0020-53118,3,20.0,Burr on hole zone B2,Workmanship,Burrs
23,11/15/2021,5751.0,476316,0022-90388,2,5.0,Part was not identified by SubCotractor per Note 5.,Workmanship,Cosmetic
24,11/15/2021,5752.0,ASM466242,0020-53118,3,100.0,Burr on hole zone B2,Workmanship,Burrs
25,11/15/2021,5753.0,472264,713-262060-004,B,1.0,qty 1 rejected due to cosmetic damage (found at cleaning). Cannot be reworked per S.Lopez due to material,Cosmetic,transit damaged
26,11/16/2021,5754.0,ASM466640,0041-12913,3,100.0,"Zone E7: thread for item 2 keensert (3410-00432) not accepting full length of insert, need to be chased in order to install hardware per print",Workmanship,Threads
27,11/16/2021,5755.0,475087,713-083736-001,B,2.0,"PARTS REJECTED FOR CRACKS WITHIN THE MTL AFTER HARDWARE INSTALLATION
PLEASE SEE SHEET 1 ZONE D8 AND C5. PICTURES SAVED ON FILE FOR MORE DETAIL
PARTS TO BE SCRAP",Workmanship,cracked
28,11/17/2021,5756.0,CP476066,K17271831,P2.1,2.0,dimension out of tolerace see cmm report,Dimensional,dimension
29,11/18/2021,5757.0,472982,0022-23074,4,6.0,"PER PRINT DIM SHOULD BE   .165 +.000/-.004 ACTUAL   .16515 TO .1658
DIM.126 +.000/-.004   ACTUAL IS .12615",Dimensional,dimension
30,11/18/2021,5758.0,P476799,0022-90834,1,4.0,Flatness and parallelism is out of spec. Should be 0.05 is 0.18-0.20,Dimensional,GD&T
31,11/18/2021,5759.0,CP470604,0042-22013,2,1.0,TRUE POSITION OF .001 IS .0045,Dimensional,GD&T
32,11/18/2021,5760.0,ASM471015,0020-53118,3,97.0,Burr inside hole zone B2.,Dimensional,Burrs
33,11/19/2021,5762.0,P472813,0270-08506,3,2.0,TP .003 IS .012,Dimensional,Cosmetic
34,11/22/2021,5763.0,p475495,0022-30141,2,2.0,dim 14.00  -.006/-.017  out of tol. in 2 pcs actual dim is 13.78 and 13.89,Dimensional,dimension
35,11/22/2021,5764.0,RW477668,0022-79895,3,2.0,Wrong material. Actual is PVC should be CPVC,Workmanship,Material
36,11/22/2021,5765.0,sci471168,0041-37259,2,1.0,1 part rejected due to chip,Cosmetic,Cosmetic
37,11/22/2021,5766.0,p473680,701-021371-0001,5,25.0,"Overall dimensions are out of spec.
Zone B3 should be 12 is 14.63
Zone A4 should be 8 is 10",Workmanship,dimension
38,11/23/2021,5767.0,P475529,0042-47687,2,1.0,DIMENSION OUT OF TOLERANCE SEE CMM REPORT,Dimensional,dimension
39,11/23/2021,5768.0,472158,129T1298,30,21.0,"SH1 E6 Thru Hole should be .150 +/- .005, 21 Parts actual is .160 - .185.",Dimensional,Cosmetic
40,11/23/2021,5769.0,476814,1029532,1,10.0,"PART DO NOT MEET COSMETIC REQUIREMENTS 
AFTER COATING STRESS LIKE CRACKS AND LINT ARE ON THE SURFACE PLEASE SEE PICTURES ATTACHED",Cosmetic,cracked
41,11/24/2021,5770.0,mt-p476010,0042-47565,1,2.0,"Sht PMI_2  s/b Ø5.8+0.3-0 actual is Ø5.76.  Mark part unacceptable ( see sample ).
Passivate cert missing ( note #9 ).",Dimensional,Part Mark
42,11/24/2021,5771.0,476508,713-320517,B,80.0,SHT1 ZONE C6 SHOULD BE .025 IS 0,Dimensional,Cosmetic
43,11/24/2021,5772.0,476518,713-320517-029,A,38.0,SHT1 Zone C6 should be .025 is 0,Dimensional,Cosmetic
44,11/29/2021,5774.0,P477862,1034668,1,3.0,"SH1 B3, The height of the part is .80 - .81 when it should be .75 ± 0.0",Dimensional,Cosmetic
45,11/29/2021,5775.0,P476248,15-374603-00,A,1.0,Zone C-5 should be 1.206 is 1.196,Dimensional,Cosmetic
46,11/30/2021,5776.0,MT-ASM467795,0022-24590,4,100.0,"EA 11/30: qty 100 rejected; female G1/8 port does not accept mating part fully. Thread found to be tapered, should be parallel thread per ISO 228 for pipe threads.",Workmanship,Threads
47,11/30/2021,5777.0,SCI471274 , 0022-18897,3,30.0,Slot has incorrect dimensions,Dimensional,dimension
48,11/30/2021,5778.0,sci473209,0022-18898,3,30.0,NCR for Central Slot Dimensions. See NCR inspection report. Needs Rework,Dimensional,dimension
49,11/30/2021,5779.0,ASM471015,0020-53118,3,97.0,BURR INSIDE HOLE ZONE B2,Workmanship,Burrs
0,12/1/2021,5780.0,ASM463419,0090-10016,2,1.0,SH1 B8: Main key on J8141/J8181 BUF HD MTR connector is rotated 90°,Workmanship,Cosmetic
1,12/3/2021,5781.0,MT-473549,0042-31724,2,1.0,Quote missed the addition of the 0250-52749 welding spec and not approved for the 0250-52749 welding spec. ,Workmanship,Cosmetic
2,12/3/2021,5782.0,478511,0041-77455,3,1.0,"Part is damaged, RTV",Cosmetic,Cosmetic
3,12/3/2021,5783.0,mt-rpm477475,515-A46865-010,B,5.0,"Sht 2, dr loc B8 s/b Ø.188+-.005 actual is Ø.194-.195.",dimensions,Cosmetic
4,12/7/2021,5784.0,MT-477619,0040-82882,6,2.0,"Zone C6 should be .138+/-.005 is .125-.130
Zone C8 should be 1.250+/-.005 is 1.237",Workmanship,Cosmetic
5,12/7/2021,5785.0,mt-477619,0040-82882,6,2.0,"Zone C6 should be .138+/-.005 is .125-.130
Zone C8 should be 1.250+/-.005 is 1.237",Workmanship,Cosmetic
6,12/7/2021,5786.0,sci470151,0010-66750,2,1.0,19 parts is good ready for cleaning. 1 part received from stock have deep scratches ,Cosmetic,Cleaning
7,12/6/2021,5787.0,sci470338,0041-87615,4,30.0,"PARTS REJECTED DUE TO WORKMANSHIP/ COSMETIC ISSUES
PARTS HAVE TOOL MARKS AND SCRATCHES THROUGHT THE PARTS
PLEASE SEE PICTURES ATTACHED",Cosmetic,Scratches
8,12/6/2021,5788.0,475163,713-330153-003,C,8.0,"REJECTED/ C-5 STEP, 2.50 DIAMETER UNACCEPTABLE",Workmanship,Cosmetic
9,12/6/2021,5789.0,SCI470338,0041-87615,4,80.0,REJECTED/ NO TOOLING MARK ACCEPTABLE,Workmanship,Part Mark
10,12/6/2021,5790.0,CP476802,0041-79463,7,1.0,SN 0128 REJECTED DUE TO COSMETIC ISSUES AND MINOR SCRATCHES,Cosmetic,Scratches
11,12/8/2021,5791.0,rtm477893,0022-86555,3,4.0,"THRU POS  FOR 2.00-.05/-.02  STUD  I OUT OF TOLERANCE IN ALL  4 PARTS.
RADIUS 140.0 AND 150.9 +/-.25        THIS DIM. CAN NOT BE OBTAINED CORRECTLY DUE TO THE AREA OF THE CIRCUMFERENCE BEEN MEASURED IS TO SMALL.",dimensions,dimension
12,12/8/2021,5792.0,SCI470573,0030-00527,3,1.0,1PC SCRAP ON SURFACE,Workmanship,surface finish
13,12/8/2021,5793.0,P475914,119T0378-05,31,2.0,"Extra radius at zone D5, 1pc Zone B6 is out of spec",Workmanship,GD&T
14,12/10/2021,5795.0,P477931,0015-10703,4,6.0,"EXPOSE MATERIAL, PAINT IS CHIPPING",Workmanship,Paint
16,12/14/2021,5797.0,476735,0022-76769,1,3.0,Not complete radius.,Workmanship,Cosmetic
17,12/14/2021,5798.0,476428,713-102458-009,E,8.0,"Sht 1, dr loc B5 s/b Ø11.716+-.012 actual is Ø11.691-11.693;  s/b Ø11.676+-.012 actual is Ø11.660-11.647.",dimensions,Cosmetic
18,12/14/2021,5799.0,CP477028,0041-83493,8,1.0,SN: 207 scrapped on surface. The part was dropped.,Cosmetic,surface finish
19,12/15/2021,5800.0,CP476802,0041-79463,7,1.0,"SN 0162
NonConf:5800 COSM COSMETIC",Cosmetic,Cosmetic
20,12/15/2021,5801.0,RPM475897,713-A70997,B,1.0,.02 THRU POS OUT OF TOLERANCE. IN  SEVERAL LOCATIONS.  HOLE SIZE IS  UNDER NOMINAL NO BONUS ADDED FOR THRU POS. READINGS RANGE FROM .035 TO .045.  HOLE SIZE  RANGES FROM.286 TO .291,dimensions,GD&T
21,12/15/2021,5802.0,P478086,1035292,1,1.0,AFTER VERIFING OOT TRUE POSSITION PART FOUND TO BE OOT ON OVERAL THICKNESS SHEET 1 ZONE D3,dimensions,GD&T
22,12/15/2021,5803.0,476885,0022-64750,2,4.0,"SH1 C4 Wrong Engraving, Subcon engraved ""AMG"" Instead of ""AWG"",",Workmanship,Cosmetic
23,12/16/2021,5804.0,p475935,0022-95364,1,3.0,Per print  Thru pos should be .025.     parts are out of tolerance  actual readings are.045 to .10,dimensions,GD&T
24,12/16/2021,5805.0,478879,0041-12760,3,85.0,"EA 12/16: qty 98 ok to release back to inventory
qty 85 rejected due to missing hardware item #3 (4x 3500-59011, M3 pemnuts)",Functional,Cosmetic
25,12/20/2021,5807.0,rtm476426,0042-47983,2,39.0,dimension 14.10 -.50/+2.5,DImensions,dimension
26,12/20/2021,5808.0,CP476669,0022-86429,2,17.0,"TO CLEAN.
17 UNITS: SHEET 1 ZONE B5 SHOULD BE 1.15 IS OUT OF SPEC",DImensions,GD&T
27,12/20/2021,5809.0,cp476802,0041-79463,7,1.0,1unit was broken inside cleanroom. SN: 0164,Workmanship,transit damaged
29,12/21/2021,5810.0,CP476669,0022-86429,2,3.0,SHEET 1 ZONE B5 SHOULD BE 1.15 IS OUT OF SPEC,Workmanship,GD&T
30,12/21/2021,5811.0,SCI469697,0041-91826,3,3.0,NO GO FOR M3 THREAD GAGE GOES DRAWIG SH6D,Workmanship,Threads
31,12/21/2021,5812.0,cp475630,0042-50003,1,2.0,Units 0006 and 0007   Thru pos  found out of tol.     per specs  thru pos of slots should be .003  actual readings are .005 to,dimensions,GD&T
32,12/21/2021,5813.0,p473066,0270-11043,1,1.0,TICKNESS 1.00 ±.010 IS .920 TO .966,dimensions,Cosmetic
33,12/22/2021,5814.0,477760,0022-94545,1,1.0,note#13 part marking omitted,Workmanship,Cosmetic
34,12/23/2021,5815.0,MT-rpm477477,515-A46865-030,A,5.0,Exposed material after anodizing,Workmanship,Material
35,12/23/2021,5816.0,SCI476693,0041-82718,3,20.0,"ITEM 3 DID NOT INSTALL PERPENDICULAR WITH TOP SURFACE. 
1 UNITS HAS TOOL MARK IN TOP SURFACE",Workmanship,surface finish
36,12/23/2021,5817.0,478084,713-256314-006,B,26.0,Missing ink stamp,Workmanship,Part Mark
37,12/23/2021,5818.0,478080,713-256314-305,C,26.0,Missing ink stamp,Workmanship,Part Mark
38,12/23/2021,5819.0,mt-rpm477475,515-A46865-010,B,5.0,Exposed material after anod,Workmanship,Material
39,12/28/2021,5820.0,CP476787,0021-04297,3,1.0,"SN 04101 WAS DROPPED DURRING CLEANING AND DAMAGED CORNER ON AREA
SHEET 1 ZONE B2",Workmanship,Cleaning
40,12/28/2021,5821.0,RTM478651,0022-91515,2,30.0,"PARTS DAMAGED DURRING CLEANING AND PACKAGING
2PCS TORN AND CANT BE REWORKED, SEE PICTURES ON FILE",Workmanship,Cleaning
41,12/29/2021,5822.0,MT-472965,0040-77461,BB,20.0,"Multiple dimensions along the length of part oversized by ~.100-.150""
See attached print",dimensions,dimension
42,12/29/2021,5823.0,P477679,0022-48940,3,3.0,"IPI PARTS REJECTED DUE TO DIMENSIONAL ISSUE, PLEASE SEE SHEET 1 ZONE E8, C8, AND C2
SLOT SHOULD BE 12.0±0.5 ACTUAL IS BETWEEN 17.66 AND 17.80
DISTANCE SHOULD BE 40.0±0.5 ACTUAL IS BETWEEN 30.01 AND 30.06
DISTANCE SHOULD BE 10.0±0.5 ACTUAL IS BETWEEN 14.76 AND 14.82",Dimensions,dimension
43,12/30/2021,5824.0,473416,0035-00418,2,5.0,"SHT2 Zone A5: 2 holes have no diameter. Zone A5: 3.61 is 3.334-3.340, 3.17 is 2.903 - 2.916.
Zone B4: 13.33 is 13.114-13.159, 13.78 is 13.547-13.571
Zone A8: 4.82 is 4.720-4.770
Zone C4: 12.93 is 13.010 - 13.025, 9.43 is 9.497
Zone C1: 12.63 is 12.680 - 12.682",Workmanship,Cosmetic
44,12/30/2021,5826.0,ASM459502,0021-53070,2,100.0,EA 12/30: qty 100 rejected due to missing silk screening per print,Workmanship,Silk Screen
45,12/30/2021,5827.0,ASM463714,0195-06854,3,1.0,EA 12/31: encoder cable connector (at motor side) damaged/broken,Workmanship,transit damaged
