QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40604488,10/4/2021,Nozzle was broken in the Tank,0041-35648,34CMPB,PART DAMAGE / COSMETIC ISSUE,1742069,YES
40604170,10/4/2021,missing part,0040-80652,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,YES
40604058,10/4/2021,"CLNR, Cracked panel",0041-37292,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI468939,YES
40603842,10/3/2021,Bracket Manifold Chipped,0042-28515,52CMPMBB,PART DAMAGE / COSMETIC ISSUE,,YES
40603767,10/3/2021,Slurry arm cover damage,0010-17602,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40603645,10/2/2021,Wrong Part Received-mispick,0010-68059,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40603598,10/2/2021,POL | 0042-21512 | Failed Test,0042-21512,34CMPB,TEST ISSUE,,YES
40603524,10/2/2021,Broken part 0030-00347,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40603481,10/2/2021,Wrong Quantity,0022-27923,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40603378,10/2/2021,POL| 0042-27947 x1| paint coming off,0042-27947,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40603296,10/1/2021,MFL Upper Clamp,0041-85630,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40603290,10/1/2021,Missing Insulator,0021-75377,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40603168,10/1/2021,turning latch,0010-59819,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40603167,10/1/2021,Door Paint Issue,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40603155,10/1/2021,CLNR: Fit issue with BBX Drain,0051-44136,34CMPB,FIT ISSUE,521-2,YES
40602986,10/1/2021,Logistics identified missing part,0041-97754,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40602792,9/30/2021,0010-59820 Damaged Window .,0010-59820,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI466819,YES
40602534,9/30/2021,Paint Chipped,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40602529,9/30/2021,Part broken,0042-34127,34CMPB,PART DAMAGE / COSMETIC ISSUE,1121,YES
40602321,9/30/2021,|0015-12201 x1| Leak issue,0015-12201,34CMPKB,LEAK,,YES
40602257,9/30/2021,Logistics identified under-ship part,0042-35322,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40601852,9/29/2021,Helicoil backed out,0010-63335,34CMPB,FIT ISSUE,2021-301514-SN0973,YES
40601733,9/29/2021,CLNR dented corner,0010-59204,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI466805,YES
40601708,9/29/2021,CLNR broken plastic,0041-25653,34CMPB,PART DAMAGE / COSMETIC ISSUE,SM2130594-SN0356,YES
40601616,9/29/2021,Supplier DMR Recurring Issue,0040-77050,31SMGFLX,PART DAMAGE / COSMETIC ISSUE,,YES
40601586,9/29/2021,Door Paint Issue,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40601368,9/28/2021,CLNR Cover Damaged,0022-31986,34CMPB,PART DAMAGE / COSMETIC ISSUE,3121,YES
40601166,9/28/2021,Supplier DMR Recurring Issue,0040-77050,31SMGFLX,PART DAMAGE / COSMETIC ISSUE,,YES
40601069,9/28/2021,Logistics identified missing part,0041-35311,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40601041,9/28/2021,wrong part,0022-27050,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40601017,9/28/2021,Found Parts Damaged During Detrash,0042-39675,52CMPMBB,PART DAMAGE / COSMETIC ISSUE,CP472257,YES
40600998,9/28/2021,Supplier DMR,0040-77050,31SMGFLX,PART DAMAGE / COSMETIC ISSUE,,YES
40600958,9/28/2021,Polisher 1 Slurry Arm Cover Crack,0042-35807,52CMPMPT,PART DAMAGE / COSMETIC ISSUE,,YES
40600943,9/28/2021,Cleaner BB1 connector broken,0010-84707,34CMPFT,PART DAMAGE / COSMETIC ISSUE,1044,YES
40600839,9/27/2021,Tubing Clamp Broken,0022-88436,52CMPMBB,PART DAMAGE / COSMETIC ISSUE,,YES
40600816,9/27/2021,MFL Lower Clamp,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40600621,9/27/2021,short,0021-16149,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40600511,9/27/2021,Failed  test,0041-79337,34CMPHDB,TEST ISSUE,,YES
40600250,9/26/2021,NSSC_CMP_PART DAMAGE,0040-46451,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40599984,9/25/2021,"QCA 0030-00374 shield, broken",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40599904,9/25/2021,MFL,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40599501,9/24/2021,discoloration on piece,0041-37625,34CMPB,PART DAMAGE / COSMETIC ISSUE,2921,YES
40599407,9/24/2021,0010-68059 brush box MOD5,0010-68059,34CMPFT,FUNCTIONAL FAILURE,,YES
40599402,9/24/2021,part broken (Pol),0022-82065,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40599129,9/23/2021,Part Not to Spec,0042-42811,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,4320-02,YES
40599128,9/23/2021,part wrong fitting,0051-85850,52CMPPPB,FIT ISSUE,312102,YES
40599100,9/23/2021,CLNR door was damaged,0010-59204,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40598924,9/23/2021,Missing Sensor,0010-86295,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40598808,9/23/2021,0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40598556,9/23/2021,main access door damaged paint,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40598486,9/23/2021,CLNR: Damaged Entry Door Drain Cover,0042-35047,34CMPB,PART DAMAGE / COSMETIC ISSUE,2221,YES
40598388,9/22/2021,cleaner 0010-62724 dented,0010-62724,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40598374,9/22/2021,Broken on arrived,0041-94880,34CMPB,PART DAMAGE / COSMETIC ISSUE,2520,YES
40598364,9/22/2021,0041-93938,0041-93938,36ETCCHB,TEST ISSUE,,YES
40598347,9/22/2021,0022-27755,0022-27755,36ETCCHB,TEST ISSUE,,YES
40598346,9/22/2021,0021-82278,0021-82278,36ETCCHB,TEST ISSUE,,YES
40598345,9/22/2021,0021-75543,0021-75543,36ETCCHB,TEST ISSUE,,YES
40598344,9/22/2021,0021-75542,0021-75542,36ETCCHB,TEST ISSUE,,YES
40598284,9/22/2021,QN VOIDED,0041-94880,34CMPB,OTHER,,YES
40598235,9/22/2021,C2 FIXED Passthru Panel Need Replacement,0042-34713,34CMPB,FIT ISSUE,821-01,YES
40598110,9/22/2021,wrong part,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40598092,9/22/2021,missing part,0030-00374,36MDPCHT,PART - MISSING/WRONG PART OR QTY,N/A,YES
40598012,9/22/2021,broken ftg/ tube connector,0010-63335,34CMPB,PART DAMAGE / COSMETIC ISSUE,3021-SN01034,YES
40597774,9/22/2021,Drain WLDMNT received wrong fitting.,0051-85850,52CMPPPB,PART - MISSING/WRONG PART OR QTY,312106,YES
40597763,9/22/2021,POL | 0041-79337 | Fail Test,0041-79337,34CMPHDB,TEST ISSUE,301514-3619-0114,YES
40597507,9/22/2021,LOG (B54 OPS) SUPPLIER WRONG PART,0041-91790,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40597446,9/21/2021,CLNR-0041-37653 Broken,0041-37653,34CMPFT,PART DAMAGE / COSMETIC ISSUE,SCI470325,YES
40597420,9/21/2021,drain adaptor,0010-68059,34CMPB,LEAK,3321-301514-SN1076,YES
40597383,9/21/2021,"0022-25690, ORING, WIDE LID, HPO",0022-25690,36ETCCHB,FUNCTIONAL FAILURE,16123,YES
40597355,9/21/2021,0022-29226,0022-29226,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40597219,9/21/2021,front carriage cover spoil.,0010-60438,52CMPPPT,OTHER,,YES
40597180,9/21/2021,PreClean level sensor not working,0010-86295,34CMPFT,FUNCTIONAL FAILURE,3521-301514-SN0026,YES
40597168,9/21/2021,"F50,(0021-44940) Bent Lid Cover",0021-44940,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,22221,YES
40597143,9/21/2021,|0022-81388 X1| Cosmetic damage,0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,RTM108858-2821,YES
40597089,9/21/2021,carriage cover spoil.,0010-60438,52CMPPPT,FIT ISSUE,,YES
40596968,9/20/2021,MFL,0021-16149,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40596789,9/21/2021,CLNR - Broken C2STA4 LDM Cover,0022-64669,34CMPB,PART DAMAGE / COSMETIC ISSUE,2121-02,YES
40596759,9/20/2021,Cover Switch (0021-16149) MFL,0021-16149,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40596663,9/20/2021,CLNR PART # 0022-03385,0022-03385,34CMPKB,PART DAMAGE / COSMETIC ISSUE,1921-06,YES
40596660,9/20/2021,CLNR. part #0041-54758,0041-54758,34CMPKB,PART DAMAGE / COSMETIC ISSUE,2821,YES
40596602,9/20/2021,CLN: PanelPTpanel,0042-33674,B34LOG,OTHER,2021-01,YES
40596369,9/19/2021,P2 wrong Platen shield installed.,0042-30354,52CMPPPT,TEST ISSUE,NA.,YES
40596198,9/18/2021,|0022-81388 X1| Part received damaged,0022-81388,34CMPKB,PART DAMAGE / COSMETIC ISSUE,RTM108858-2821,YES
40596190,9/18/2021,Missing part,0041-96586,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40596044,9/18/2021,defective part,0010-84707,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,2921-301514-SN1028,YES
40595942,9/17/2021,CLN Crack On Module Drip Tray,0041-77954,34CMPFT,PART DAMAGE / COSMETIC ISSUE,3015143321,YES
40595790,9/17/2021,Missing,0041-88236,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40595663,9/17/2021,Cracked Adaptor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,3121-301514-SN1044,YES
40595411,9/16/2021,damaged hinge,0010-59815,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40595367,9/16/2021,Helicoil Damaged,0042-28515,52CMPMBB,FIT ISSUE,,YES
40595189,9/16/2021,test fail on pressure zone 2 and 3.,0041-79337,52CMPHDB,TEST ISSUE,,YES
40595131,9/16/2021,CNR | 0042-34897 x1 | Not to spec.,0042-34897,34CMPKB,FIT ISSUE,,YES
40594948,9/16/2021,PIB Safety Shield,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40594928,9/16/2021,Logistics identified wrong part,0021-77379,B32LOG,PART - MISSING/WRONG PART OR QTY,,YES
40594790,9/15/2021,0041-58904 part had a cracked corner,0041-58904,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40594698,9/15/2021,"SHIELD, SAFETY, LOWER PIB,",0030-00596,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40594679,9/15/2021,0041-58904  broken corner,0041-58904,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40594647,9/15/2021,0030-00596 PIB shield broken,0030-00596,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40594469,9/15/2021,CLNR - C1 VD Top Cover Damaged,0042-31550,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40594404,9/15/2021,Door Paint Chipped,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40594326,9/15/2021,Front carriage cover missing 2 washer,0010-60438,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40594095,9/14/2021,Safety Shield in 2 Pieces,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40593967,9/14/2021,Paint Damaged,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40593743,9/14/2021,Part has not come in yet,0051-33808,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40593684,9/14/2021,Test failed,0041-79337,52CMPHDB,TEST ISSUE,202110,YES
40593608,9/13/2021,LK build - Window found chipped,0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,352105,YES
40593583,9/13/2021,"WINDOW ASSY, LH UPPER FRAME, CLEAR, 300M",0010-25883,52CMPPSB,OTHER,,YES
40593251,9/13/2021,MISSING PART,0030-00596,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40593233,9/13/2021,pre-clean cosmetic issue,0010-86295,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40592948,9/13/2021,Missing PN 0022-83732 (Cable tray),0022-83732,33FEPINB,PART - MISSING/WRONG PART OR QTY,,YES
40592908,9/12/2021,slurry arm interlock sensor faulty,0010-64303,52CMPPST,FUNCTIONAL FAILURE,NA.,YES
40592886,9/12/2021,Material never build to print,0051-85840,52CMPPPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,182115,YES
40592880,9/12/2021,Source Cover (0010-50933),0010-50933,36MDPCHT,ASSEMBLED INCORRECTLY / WORKMANSHIP,1732445,YES
40592813,9/11/2021,LOGISTICS (POU DECON) IDENTIFIED DAMAGE,0041-54099,B52LOG,PART DAMAGE / COSMETIC ISSUE,NA,YES
40592775,9/11/2021,702760-1 Bad Bushing 0022-27050,0022-27050,36ETCCHB,FIT ISSUE,,YES
40592691,9/11/2021,QN VOIDED,0010-81717,34CMPB,OTHER,,YES
40592608,9/11/2021,POL | 0015-12201 x1 | Fit issue,0015-12201,34CMPKB,FIT ISSUE,,YES
40592603,9/11/2021,"0022-16225, GUARD, DC POWER SUPPLY MFL",0022-16225,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40592596,9/11/2021,CRACKS ON CLEAR CHAMBER BLANKOFF,0040-62461,32EPGMNB,PART DAMAGE / COSMETIC ISSUE,300047-1921-N/A,YES
40592400,9/10/2021,broken jig piece in screw hole,0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,SM2120639-SN0373,YES
40592168,9/10/2021,cracked adaptor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,0621-301514-SN0905,YES
40592162,9/10/2021,Logistics idenfited damage part,0041-36136,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40592136,9/10/2021,0022-31316 nozzle bumper,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40591623,9/9/2021,CLNR: Broken Latch,0010-59217,34CMPB,FUNCTIONAL FAILURE,,YES
40591498,9/9/2021,Cross threaded,0051-33808,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40591392,9/8/2021,"op 60 , Broken part  PIB safety shield",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40591113,9/8/2021,Logistics idenfited missing part,0041-79193,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40591010,9/8/2021,CLNR paint chipping,0010-59217,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40590983,9/8/2021,"P2,3 Platen Shield Motor abnormal sound",0010-52049,52CMPPPT,LEAK,,YES
40590860,9/8/2021,ding on bottom,0040-80605,31SMGCLR,PART DAMAGE / COSMETIC ISSUE,,YES
40590823,9/8/2021,Wrong part in bag,0040-62461,32EPGMNB,PART - MISSING/WRONG PART OR QTY,N/A,YES
40590779,9/8/2021,part damage broken,0022-04679,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,CP1093863321,YES
40590701,9/7/2021,CLN Door lock/unlock popped off,0010-59206,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40590695,9/7/2021,0022-20634,0022-20634,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40590661,9/7/2021,0041-85154,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40590559,9/7/2021,Helicoil Damaged,0042-42619,52CMPMBB,FIT ISSUE,NA.,YES
40590450,9/7/2021,Damaged while trying to remove,0015-07320,33ALDCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40590408,9/7/2021,CLNR. Part # 0042-08209 chipped,0042-08209,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40590092,9/6/2021,**QN voided**,0041-77947,34CMPB,OTHER,,YES
40590075,9/6/2021,Broken Adaptor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,3121-301514-SN1048,YES
40590073,9/6/2021,POL 0022-79255,0022-79255,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40590070,9/6/2021,rubbing lid,0010-86295,34CMPB,FIT ISSUE,2721-301514-SN0014,YES
40590020,9/6/2021,Damaged / bent door,0010-59815,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI469280,YES
40589773,9/5/2021,Bad Helicoil 0041-30145,0010-84707,34CMPB,FIT ISSUE,3121-301514-SN1048,YES
40589717,9/4/2021,CLNR 0010-62720 door spacer issue,0010-62720,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40589669,9/4/2021,PC wash clip broken.,0021-98859,52CMPPPT,FUNCTIONAL FAILURE,,YES
40589595,9/3/2021,QN VOIDED,0010-68059,34CMPB,OTHER,,YES
40589437,9/3/2021,Door Stopper,0010-59820,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40589378,9/3/2021,POL | 0042-27076 x1 | weld (REPEAT),0042-27076,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40589319,9/4/2021,Wrong quantity,0022-00786,34CMGRBB,PART - MISSING/WRONG PART OR QTY,N/A,YES
40589161,9/3/2021,"POL | 0051-33808 x2 | Bitten, x-threaded",0051-33808,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40589089,9/3/2021,CLNR 0010-62720 spacer alignment issue,0010-62720,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40588986,9/2/2021,"0022-10939 COVER, VIEWPORT, OLYMPIA",0022-10939,33ALDCHB,PART - MISSING/WRONG PART OR QTY,,YES
40588885,9/2/2021,Floor Loss,0041-79417,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40588692,9/2/2021,O-ring,3700-09128,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40588549,9/2/2021,Broken Adaptor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,3121-301514-SN1054,YES
40588548,9/2/2021,Cable Tray is broken,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40588175,9/1/2021,TEST FAILED,0022-38652,52CMPHDB,TEST ISSUE,NA.,YES
40588146,9/1/2021,0022-31316 MISSING o ring,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,N/A,YES
40588072,9/1/2021, SLURRY DISPENSE ARM COVER SCREW BROKEN,0010-64303,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40588027,9/1/2021,0022-27050,0022-27050,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40588026,9/1/2021,CLNR 901779 Missing Module side Lg door,0010-62720,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40587930,9/1/2021,POL | 0042-25537 x2 | pins chipped (REP),0042-25537,34CMPKB,PART DAMAGE / COSMETIC ISSUE,2120,YES
40587850,8/31/2021,Shield 0030-00374,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40587830,8/31/2021,Chip,0042-35189,34CMPFT,PART DAMAGE / COSMETIC ISSUE,1521,YES
40587639,8/31/2021,Logistics Identified Missing Part,0022-20634,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40587555,8/31/2021,C2STA1 HPC Cover access door,0042-28924,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,2921,YES
40587554,8/31/2021,HPC Cover access door contaminated,0042-28924,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,2921,YES
40587529,8/31/2021,POL | 0042-25537 x1 | fit issue (repeat),0042-25537,34CMPKB,FIT ISSUE,2120,YES
40587415,8/31/2021,0022-25690 x 1 MFL Lid oring,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40587053,8/30/2021,POL| 0042-21512 x1| Helicoil pulled out,0042-21512,34CMPKB,FIT ISSUE,109734-3321,YES
40587032,8/30/2021,PART FOUND NO NEED FOR REPLACEMENT,0041-77947,B34LOG,OTHER,,YES
40586989,8/30/2021,Logistics indented damaged part,0010-64909,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40586924,8/30/2021,Part Is Missing (Cleaner),0051-04874,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40586923,8/30/2021,Lost Part (Cleaner),0051-04873,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40586917,8/30/2021,HPO orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40586369,8/28/2021,unable find part,0055-01053,52CMPPPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40586224,8/28/2021,Received Chipped,0042-35189,34CMPKB,PART DAMAGE / COSMETIC ISSUE,1521,YES
40586184,8/28/2021,"CLNR, spacer in wrong location",0010-62720,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40586070,8/27/2021,Wrong Part Received(mispick),0051-91706,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40585902,8/27/2021,orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40585872,8/27/2021,Broken Clamp,0022-88436,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40585841,8/27/2021,Leak,0022-77001,31SMGCLR,LEAK,N/A,YES
40585714,8/27/2021,CLN Brush Box Bracket Not to Drawing,0042-35747,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,3121-301514-SN061,YES
40585706,8/27/2021,CLN Brush Box Bracket Not to Drawing,0042-35747,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,1821-301514-SN0050,YES
40585701,8/27/2021,Broken hi-hi adaptor,0010-68059,34CMPB,PART DAMAGE / COSMETIC ISSUE,3121-301514-SN1058,YES
40585631,8/27/2021,missing part,0030-00374,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40585612,8/27/2021,Damaged plate,0041-77371,34CMPKB,PART DAMAGE / COSMETIC ISSUE,321-10,YES
40585611,8/26/2021,0042-22801 broke,0042-22801,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40585598,8/26/2021,"CLNR , spacer in wrong location",0010-59820,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40585591,8/26/2021,Broken Door Lock,0010-59819,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40585144,8/26/2021,0022-87843 Material is incorrect,0022-87843,31DSMCHB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40585013,8/26/2021,Wrong Part received,0022-79895,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40584816,8/25/2021,NSSC_ETCH_INCOMPLETE SET,0246-63203,54NSSCKI,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40584799,8/25/2021,Clear Window Scratched,0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,332106,YES
40584626,8/25/2021,nothing received,0022-22690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40584576,8/25/2021,Wrong part received,0022-79895,34CMPKB,PART - MISSING/WRONG PART OR QTY,,
40584522,8/25/2021,O-ring cut too short,0015-12989,34CMPKB,FIT ISSUE,,YES
40584515,8/25/2021,**QN voided**,0010-84707,34CMPB,OTHER,,
40584447,8/25/2021,"CLNR, spacer in wrong location",0010-62720,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,
40584388,8/25/2021,Broken at the edges-Received damaged,0042-36248,34CMPB,PART DAMAGE / COSMETIC ISSUE,221-01,YES
40584351,8/25/2021,DSDA Slurry arm scratch,0010-51619,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40584313,8/25/2021,Supporting pillar of sensor cover broken,0041-13871,52CPGPET,PART DAMAGE / COSMETIC ISSUE,,YES
40583988,8/24/2021,OP60 SHIELD,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,
40583773,8/24/2021,"CLNR, RB cover missing thread insert",0041-37657,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40583712,8/24/2021,"HPO Oring, 0022-25690 / 702905",0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40583703,8/24/2021,"HPO Oring, 0022-25690 / 702905",0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40583578,8/24/2021,"CLNR, spacer in wrong location",0010-62720,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,-SCI466822-,
40583436,8/23/2021,0010-59815 damage item,0010-59815,34CMPB,PART DAMAGE / COSMETIC ISSUE,N/A,
40583224,8/23/2021,QN VOIDED,0010-65658,B54LOG,OTHER,,YES
40583066,8/23/2021,"CLNR, spacer in wrong location",0010-62720,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,SCI466822,YES
40583042,8/23/2021,Wrong Part Number,0042-28448,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40582993,8/23/2021,"CLNR, WR door lock broken",3960-00263,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40582975,8/23/2021,Polisher P1 has leak under platen,0051-43292,34CMPFT,LEAK,921-03,YES
40582700,8/22/2021,LOGISTICS (CW KIT) SUPPLIER WRONG PART,0042-33342,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40582577,8/21/2021,Missing part,0020-47026,36MDPCHB,PART - MISSING/WRONG PART OR QTY,,YES
40582441,8/21/2021,LGX (53INB) SHOCK/TILT WATCH ISSUE,0041-31477,B53LOG,OTHER,,YES
40582433,8/21/2021,LGX (53INB) SHOCK/TILT WATCH ISSUE,0041-31477,B53LOG,OTHER,,YES
40582429,8/21/2021,LGX (53INB) SHOCK/TILT WATCH ISSUE,0041-31477,B53LOG,OTHER,,YES
40582246,8/20/2021,CLNR door latch,0010-62721,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40582190,8/20/2021,Spacer in wrong location,0010-62720,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,SCI466823,YES
40582188,8/20/2021,Ink from part number is coming off,0022-81649,34CMPB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40582077,8/20/2021,Logisitics identified missing part,0055-00084,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40582003,8/20/2021,Broken Latch-workmanship,0010-62722,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40581966,8/20/2021,Bad ORING-leak,0015-12989,34CMPKB,LEAK,,YES
40581957,8/20/2021,Fit Issue,0042-21512,34CMPKB,FIT ISSUE,109736-2821,YES
40581866,8/20/2021,Rework Test Fail,0022-14027,52CMPHDB,TEST ISSUE,,YES
40581865,8/20/2021,Rework Test Fail,0041-77748,52CMPHDB,TEST ISSUE,,YES
40581831,8/19/2021,New Packaging Bend Gasket,0022-38901,52DSMCHB,PACKAGING,,YES
40581749,8/19/2021,POL PC3 Gimbal damaged during T/S-workma,0022-04679,34CMPB,PART DAMAGE / COSMETIC ISSUE,3021-48,YES
40581487,8/19/2021,MFL,0022-25690,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
